Geneid	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig
Glyma.01G023500.Wm82.a4.v1	-0.13 	1     	FALSE	-0.016	1     	FALSE	0.11  	0.99  	FALSE
Glyma.01G023600.Wm82.a4.v1	-0.15 	1     	FALSE	-0.0039	1     	FALSE	0.14  	0.99  	FALSE
Glyma.01G023700.Wm82.a4.v1	-0.22 	1     	FALSE	-0.18 	0.97  	FALSE	0.043 	1     	FALSE
Glyma.01G023767.Wm82.a4.v1	0.17  	1     	FALSE	-0.069	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.01G023833.Wm82.a4.v1	0.047 	NA    	NA	-0.0043	NA    	NA	-0.051	NA    	NA
Glyma.01G023900.Wm82.a4.v1	-0.11 	1     	FALSE	0.14  	0.98  	FALSE	0.25  	0.99  	FALSE
Glyma.01G024000.Wm82.a4.v1	0.085 	1     	FALSE	0.14  	0.98  	FALSE	0.057 	1     	FALSE
Glyma.01G024100.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.01G024200.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.01G024300.Wm82.a4.v1	0.003 	1     	FALSE	-0.12 	NA    	NA	-0.13 	0.99  	FALSE
Glyma.01G024400.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.01G024500.Wm82.a4.v1	-0.0042	1     	FALSE	-0.11 	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.01G024600.Wm82.a4.v1	0.013 	1     	FALSE	-0.28 	0.93  	FALSE	-0.29 	0.99  	FALSE
Glyma.01G024700.Wm82.a4.v1	-0.017	1     	FALSE	0.041 	0.99  	FALSE	0.058 	1     	FALSE
Glyma.01G024800.Wm82.a4.v1	-0.021	NA    	NA	0     	NA    	NA	0.017 	NA    	NA
Glyma.01G025000.Wm82.a4.v1	0.088 	NA    	NA	0.05  	NA    	NA	-0.037	NA    	NA
Glyma.01G025100.Wm82.a4.v1	-0.095	1     	FALSE	-0.11 	0.99  	FALSE	-0.014	1     	FALSE
Glyma.01G025200.Wm82.a4.v1	0.2   	1     	FALSE	0.44  	0.62  	FALSE	0.25  	0.99  	FALSE
Glyma.01G025300.Wm82.a4.v1	-0.19 	1     	FALSE	-0.29 	0.93  	FALSE	-0.1  	0.99  	FALSE
Glyma.01G025500.Wm82.a4.v1	0.087 	1     	FALSE	0.049 	0.99  	FALSE	-0.038	1     	FALSE
Glyma.01G025600.Wm82.a4.v1	0.0084	1     	FALSE	-0.077	0.99  	FALSE	-0.085	0.99  	FALSE
Glyma.01G025800.Wm82.a4.v1	-0.21 	1     	FALSE	-0.17 	0.98  	FALSE	0.037 	1     	FALSE
Glyma.01G026000.Wm82.a4.v1	-0.1  	1     	FALSE	0.057 	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.01G026100.Wm82.a4.v1	0.18  	1     	FALSE	-0.033	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.01G026200.Wm82.a4.v1	0.00074	1     	FALSE	-0.15 	0.98  	FALSE	-0.15 	0.99  	FALSE
Glyma.01G026400.Wm82.a4.v1	0.0099	1     	FALSE	0.053 	0.99  	FALSE	0.043 	1     	FALSE
Glyma.01G026500.Wm82.a4.v1	0.12  	1     	FALSE	-0.081	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.01G026600.Wm82.a4.v1	-0.021	1     	FALSE	-0.19 	0.98  	FALSE	-0.17 	0.99  	FALSE
Glyma.01G026700.Wm82.a4.v1	-0.16 	1     	FALSE	0.11  	0.99  	FALSE	0.27  	0.99  	FALSE
Glyma.01G026800.Wm82.a4.v1	0.37  	0.79  	FALSE	0.37  	0.7   	FALSE	-0.0064	1     	FALSE
Glyma.01G026900.Wm82.a4.v1	0.059 	1     	FALSE	-0.13 	0.98  	FALSE	-0.19 	0.99  	FALSE
Glyma.01G027100.Wm82.a4.v1	0.1   	1     	FALSE	0.22  	NA    	NA	0.12  	0.99  	FALSE
Glyma.01G027300.Wm82.a4.v1	-0.078	1     	FALSE	0.082 	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.01G027400.Wm82.a4.v1	0.031 	NA    	NA	0.029 	NA    	NA	0     	NA    	NA
Glyma.01G027500.Wm82.a4.v1	-0.11 	1     	FALSE	-0.094	0.99  	FALSE	0.019 	1     	FALSE
Glyma.01G027600.Wm82.a4.v1	0.11  	1     	FALSE	-0.058	NA    	NA	-0.17 	0.99  	FALSE
Glyma.01G027700.Wm82.a4.v1	-0.0048	1     	FALSE	-0.25 	0.96  	FALSE	-0.24 	0.99  	FALSE
Glyma.01G027800.Wm82.a4.v1	0.22  	1     	FALSE	0.041 	0.99  	FALSE	-0.18 	0.99  	FALSE
Glyma.01G027900.Wm82.a4.v1	-0.35 	1     	FALSE	-0.41 	0.73  	FALSE	-0.059	1     	FALSE
Glyma.01G027967.Wm82.a4.v1	-0.11 	NA    	NA	0.011 	NA    	NA	0.12  	NA    	NA
Glyma.01G028033.Wm82.a4.v1	-0.015	NA    	NA	-0.031	NA    	NA	-0.016	NA    	NA
Glyma.01G028100.Wm82.a4.v1	0.079 	1     	FALSE	0.3   	0.92  	FALSE	0.22  	0.99  	FALSE
Glyma.01G028200.Wm82.a4.v1	-0.0079	1     	FALSE	-0.025	0.99  	FALSE	-0.017	1     	FALSE
Glyma.01G028300.Wm82.a4.v1	-0.036	1     	FALSE	-0.23 	0.97  	FALSE	-0.19 	0.99  	FALSE
Glyma.01G028500.Wm82.a4.v1	0.2   	1     	FALSE	-0.23 	0.97  	FALSE	-0.43 	0.99  	FALSE
Glyma.01G028600.Wm82.a4.v1	0.057 	1     	FALSE	-0.052	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.01G028700.Wm82.a4.v1	0.0022	1     	FALSE	-0.054	0.99  	FALSE	-0.056	1     	FALSE
Glyma.01G028800.Wm82.a4.v1	0.53  	0.42  	FALSE	0.12  	0.99  	FALSE	-0.42 	0.99  	FALSE
Glyma.01G028900.Wm82.a4.v1	0.25  	1     	FALSE	0.14  	0.98  	FALSE	-0.11 	0.99  	FALSE
Glyma.01G029000.Wm82.a4.v1	-0.056	1     	FALSE	-0.13 	0.98  	FALSE	-0.075	0.99  	FALSE
Glyma.01G029100.Wm82.a4.v1	-0.29 	1     	FALSE	-0.11 	0.99  	FALSE	0.17  	0.99  	FALSE
Glyma.01G029200.Wm82.a4.v1	0.056 	1     	FALSE	-0.13 	0.98  	FALSE	-0.19 	0.99  	FALSE
Glyma.01G029250.Wm82.a4.v1	0.025 	NA    	NA	0.039 	NA    	NA	0.013 	NA    	NA
Glyma.01G029300.Wm82.a4.v1	0     	NA    	NA	-0.036	NA    	NA	-0.035	NA    	NA
Glyma.01G029400.Wm82.a4.v1	-0.13 	1     	FALSE	-0.29 	0.92  	FALSE	-0.16 	0.99  	FALSE
Glyma.01G029500.Wm82.a4.v1	-0.099	1     	FALSE	-0.026	0.99  	FALSE	0.072 	0.99  	FALSE
Glyma.01G029600.Wm82.a4.v1	0.11  	1     	FALSE	-0.035	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.01G029700.Wm82.a4.v1	0.015 	1     	FALSE	-0.11 	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.01G029800.Wm82.a4.v1	0.093 	1     	FALSE	-0.12 	0.98  	FALSE	-0.21 	0.99  	FALSE
Glyma.01G029900.Wm82.a4.v1	0.072 	1     	FALSE	-0.013	1     	FALSE	-0.086	0.99  	FALSE
Glyma.01G030000.Wm82.a4.v1	0.082 	1     	FALSE	-0.26 	0.96  	FALSE	-0.35 	0.99  	FALSE
Glyma.01G030200.Wm82.a4.v1	-0.29 	0.89  	FALSE	-0.35 	0.59  	FALSE	-0.061	1     	FALSE
Glyma.01G030300.Wm82.a4.v1	0.19  	1     	FALSE	-0.016	1     	FALSE	-0.21 	0.99  	FALSE
Glyma.01G030400.Wm82.a4.v1	-0.24 	1     	FALSE	-0.31 	0.83  	FALSE	-0.064	1     	FALSE
Glyma.01G030500.Wm82.a4.v1	0.24  	1     	FALSE	-0.028	0.99  	FALSE	-0.27 	0.99  	FALSE
Glyma.01G030600.Wm82.a4.v1	0.13  	1     	FALSE	-0.14 	0.98  	FALSE	-0.27 	0.99  	FALSE
Glyma.01G030800.Wm82.a4.v1	0.046 	1     	FALSE	-0.13 	0.98  	FALSE	-0.17 	0.99  	FALSE
Glyma.01G030900.Wm82.a4.v1	0.4   	0.66  	FALSE	0.44  	0.41  	FALSE	0.037 	1     	FALSE
Glyma.01G031300.Wm82.a4.v1	0.26  	1     	FALSE	0.13  	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.01G031400.Wm82.a4.v1	-0.17 	1     	FALSE	0.058 	0.99  	FALSE	0.23  	0.99  	FALSE
Glyma.01G031500.Wm82.a4.v1	-0.18 	1     	FALSE	-0.068	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.01G031700.Wm82.a4.v1	-0.0039	1     	FALSE	-0.093	0.99  	FALSE	-0.089	0.99  	FALSE
Glyma.01G031800.Wm82.a4.v1	0.26  	1     	FALSE	0.23  	0.97  	FALSE	-0.033	1     	FALSE
Glyma.01G031900.Wm82.a4.v1	-0.12 	1     	FALSE	-0.15 	0.97  	FALSE	-0.022	1     	FALSE
Glyma.01G032000.Wm82.a4.v1	0.097 	1     	FALSE	0.27  	0.94  	FALSE	0.17  	0.99  	FALSE
Glyma.01G032100.Wm82.a4.v1	-0.063	1     	FALSE	0.12  	0.98  	FALSE	0.18  	0.99  	FALSE
Glyma.01G032200.Wm82.a4.v1	0.08  	1     	FALSE	0.19  	0.98  	FALSE	0.11  	0.99  	FALSE
Glyma.01G032300.Wm82.a4.v1	-0.27 	1     	FALSE	-0.51 	0.46  	FALSE	-0.24 	0.99  	FALSE
Glyma.01G032400.Wm82.a4.v1	-0.055	1     	FALSE	0.24  	0.97  	FALSE	0.29  	0.99  	FALSE
Glyma.01G032500.Wm82.a4.v1	0.055 	1     	FALSE	0.25  	0.91  	FALSE	0.19  	0.99  	FALSE
Glyma.01G032600.Wm82.a4.v1	0.011 	NA    	NA	0.03  	NA    	NA	0.019 	NA    	NA
Glyma.01G032900.Wm82.a4.v1	0.014 	1     	FALSE	0.28  	0.95  	FALSE	0.26  	0.99  	FALSE
Glyma.01G033000.Wm82.a4.v1	-0.29 	1     	FALSE	-0.16 	0.98  	FALSE	0.13  	0.99  	FALSE
Glyma.01G033101.Wm82.a4.v1	0.14  	1     	FALSE	0.079 	0.99  	FALSE	-0.061	1     	FALSE
Glyma.01G033200.Wm82.a4.v1	-0.16 	1     	FALSE	-0.17 	0.97  	FALSE	-0.008	1     	FALSE
Glyma.01G033300.Wm82.a4.v1	0.0049	1     	FALSE	0.037 	0.99  	FALSE	0.032 	1     	FALSE
Glyma.01G033400.Wm82.a4.v1	-0.12 	1     	FALSE	-0.28 	0.94  	FALSE	-0.15 	0.99  	FALSE
Glyma.01G033700.Wm82.a4.v1	0.13  	1     	FALSE	-0.23 	0.97  	FALSE	-0.37 	0.99  	FALSE
Glyma.01G033800.Wm82.a4.v1	0.34  	0.81  	FALSE	0.5   	0.17  	FALSE	0.16  	0.99  	FALSE
Glyma.01G033900.Wm82.a4.v1	-0.42 	0.84  	FALSE	-0.19 	0.98  	FALSE	0.23  	0.99  	FALSE
Glyma.01G034000.Wm82.a4.v1	-0.0012	1     	FALSE	-0.33 	0.87  	FALSE	-0.33 	0.99  	FALSE
Glyma.01G034100.Wm82.a4.v1	0.22  	1     	FALSE	0.035 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.01G034200.Wm82.a4.v1	0     	NA    	NA	-0.062	NA    	NA	-0.062	NA    	NA
Glyma.01G034300.Wm82.a4.v1	0.13  	1     	FALSE	-0.066	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.01G034402.Wm82.a4.v1	0.014 	1     	FALSE	-0.027	0.99  	FALSE	-0.04 	1     	FALSE
Glyma.01G034500.Wm82.a4.v1	0.06  	1     	FALSE	0.047 	0.99  	FALSE	-0.012	1     	FALSE
Glyma.01G034600.Wm82.a4.v1	-0.015	1     	FALSE	0.062 	0.99  	FALSE	0.077 	0.99  	FALSE
Glyma.01G034900.Wm82.a4.v1	-0.11 	1     	FALSE	-0.19 	0.96  	FALSE	-0.082	0.99  	FALSE
Glyma.01G035000.Wm82.a4.v1	0.019 	NA    	NA	-0.11 	NA    	NA	-0.13 	NA    	NA
Glyma.01G035100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.3  	0.85  	FALSE	-0.088	0.99  	FALSE
Glyma.01G035300.Wm82.a4.v1	0.28  	1     	FALSE	0.17  	0.98  	FALSE	-0.11 	0.99  	FALSE
Glyma.01G035350.Wm82.a4.v1	-0.00043	NA    	NA	-0.018	NA    	NA	-0.018	NA    	NA
Glyma.01G035400.Wm82.a4.v1	0.12  	1     	FALSE	0.087 	NA    	NA	-0.032	0.99  	FALSE
Glyma.01G035500.Wm82.a4.v1	0.15  	1     	FALSE	0.16  	NA    	NA	0.0088	1     	FALSE
Glyma.01G035600.Wm82.a4.v1	0.11  	1     	FALSE	0.11  	0.99  	FALSE	-0.0022	1     	FALSE
Glyma.01G035700.Wm82.a4.v1	-0.023	1     	FALSE	0.026 	0.99  	FALSE	0.05  	1     	FALSE
Glyma.01G035800.Wm82.a4.v1	-0.043	1     	FALSE	-0.27 	0.89  	FALSE	-0.23 	0.99  	FALSE
Glyma.01G036000.Wm82.a4.v1	0.056 	1     	FALSE	-0.011	NA    	NA	-0.067	0.99  	FALSE
Glyma.01G036050.Wm82.a4.v1	-0.0057	NA    	NA	0.026 	NA    	NA	0.032 	NA    	NA
Glyma.01G036100.Wm82.a4.v1	0.044 	1     	FALSE	0.056 	NA    	NA	0.012 	1     	FALSE
Glyma.01G036200.Wm82.a4.v1	-0.011	1     	FALSE	0.14  	0.98  	FALSE	0.15  	0.99  	FALSE
Glyma.01G036300.Wm82.a4.v1	0.38  	0.94  	FALSE	0.044 	0.99  	FALSE	-0.33 	0.99  	FALSE
Glyma.01G036400.Wm82.a4.v1	-0.011	NA    	NA	-0.013	NA    	NA	-0.0023	NA    	NA
Glyma.01G036500.Wm82.a4.v1	-0.28 	0.77  	FALSE	-0.21 	0.89  	FALSE	0.071 	0.99  	FALSE
Glyma.01G036600.Wm82.a4.v1	-0.064	1     	FALSE	0.051 	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.01G036700.Wm82.a4.v1	-7e-05	1     	FALSE	0.081 	0.99  	FALSE	0.081 	0.99  	FALSE
Glyma.01G036751.Wm82.a4.v1	0.026 	1     	FALSE	0.03  	0.99  	FALSE	0.004 	1     	FALSE
Glyma.01G036800.Wm82.a4.v1	0.58  	0.3   	FALSE	0.46  	0.59  	FALSE	-0.12 	0.99  	FALSE
Glyma.01G036900.Wm82.a4.v1	0.049 	1     	FALSE	-0.26 	0.96  	FALSE	-0.31 	0.99  	FALSE
Glyma.01G037100.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.01G037200.Wm82.a4.v1	0.3   	1     	FALSE	0.03  	0.99  	FALSE	-0.27 	0.99  	FALSE
Glyma.01G037300.Wm82.a4.v1	0.041 	1     	FALSE	-0.1  	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.01G037400.Wm82.a4.v1	-0.23 	1     	FALSE	-0.19 	0.98  	FALSE	0.045 	1     	FALSE
Glyma.01G037500.Wm82.a4.v1	-0.2  	1     	FALSE	-0.17 	0.98  	FALSE	0.027 	1     	FALSE
Glyma.01G037600.Wm82.a4.v1	0.09  	1     	FALSE	0.22  	0.97  	FALSE	0.13  	0.99  	FALSE
Glyma.01G037700.Wm82.a4.v1	0.05  	1     	FALSE	0.14  	0.97  	FALSE	0.089 	0.99  	FALSE
Glyma.01G037800.Wm82.a4.v1	-0.21 	1     	FALSE	-0.44 	0.56  	FALSE	-0.23 	0.99  	FALSE
Glyma.01G037900.Wm82.a4.v1	-0.074	1     	FALSE	-0.073	0.99  	FALSE	0.0013	1     	FALSE
Glyma.01G038002.Wm82.a4.v1	-0.031	1     	FALSE	-0.018	1     	FALSE	0.014 	1     	FALSE
Glyma.01G038100.Wm82.a4.v1	-0.045	1     	FALSE	0.029 	0.99  	FALSE	0.073 	1     	FALSE
Glyma.01G038250.Wm82.a4.v1	-0.052	1     	FALSE	-0.13 	0.98  	FALSE	-0.08 	0.99  	FALSE
Glyma.01G038300.Wm82.a4.v1	-0.0065	1     	FALSE	0.18  	0.98  	FALSE	0.18  	0.99  	FALSE
Glyma.01G038350.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.01G038400.Wm82.a4.v1	0.25  	1     	FALSE	0.17  	0.98  	FALSE	-0.071	1     	FALSE
Glyma.01G038500.Wm82.a4.v1	-0.096	1     	FALSE	-0.17 	0.98  	FALSE	-0.078	1     	FALSE
Glyma.01G038600.Wm82.a4.v1	0.25  	1     	FALSE	0.037 	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.01G038651.Wm82.a4.v1	-0.00049	NA    	NA	-0.019	NA    	NA	-0.019	NA    	NA
Glyma.01G038700.Wm82.a4.v1	-0.25 	1     	FALSE	-0.27 	0.92  	FALSE	-0.015	1     	FALSE
Glyma.01G038800.Wm82.a4.v1	-0.048	1     	FALSE	-0.075	0.99  	FALSE	-0.027	1     	FALSE
Glyma.01G038900.Wm82.a4.v1	-0.079	1     	FALSE	-0.037	0.99  	FALSE	0.043 	1     	FALSE
Glyma.01G039000.Wm82.a4.v1	-0.021	1     	FALSE	-0.073	0.99  	FALSE	-0.051	1     	FALSE
Glyma.01G039100.Wm82.a4.v1	0.15  	1     	FALSE	0.21  	0.96  	FALSE	0.06  	1     	FALSE
Glyma.01G039200.Wm82.a4.v1	0.12  	1     	FALSE	0.11  	0.99  	FALSE	-0.012	1     	FALSE
Glyma.01G039300.Wm82.a4.v1	0.06  	NA    	NA	0.086 	NA    	NA	0.026 	NA    	NA
Glyma.01G039400.Wm82.a4.v1	-0.31 	1     	FALSE	-0.17 	0.98  	FALSE	0.14  	0.99  	FALSE
Glyma.01G039500.Wm82.a4.v1	-0.022	1     	FALSE	0.091 	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.01G039600.Wm82.a4.v1	-0.0026	1     	FALSE	-0.42 	0.75  	FALSE	-0.41 	0.99  	FALSE
Glyma.01G039800.Wm82.a4.v1	-0.058	1     	FALSE	-0.12 	0.99  	FALSE	-0.063	1     	FALSE
Glyma.01G039900.Wm82.a4.v1	-0.0072	1     	FALSE	-0.14 	0.98  	FALSE	-0.13 	0.99  	FALSE
Glyma.01G040000.Wm82.a4.v1	-0.12 	1     	FALSE	-0.33 	0.87  	FALSE	-0.2  	0.99  	FALSE
Glyma.01G040300.Wm82.a4.v1	-0.33 	0.99  	FALSE	-0.26 	0.94  	FALSE	0.078 	1     	FALSE
Glyma.01G040400.Wm82.a4.v1	-0.2  	1     	FALSE	-0.043	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.01G040500.Wm82.a4.v1	-0.062	1     	FALSE	-0.21 	0.97  	FALSE	-0.15 	0.99  	FALSE
Glyma.01G040600.Wm82.a4.v1	-0.17 	1     	FALSE	-0.34 	0.88  	FALSE	-0.17 	0.99  	FALSE
Glyma.01G040700.Wm82.a4.v1	0.088 	1     	FALSE	-0.035	NA    	NA	-0.12 	0.99  	FALSE
Glyma.01G040900.Wm82.a4.v1	-0.11 	1     	FALSE	0.19  	0.98  	FALSE	0.29  	0.99  	FALSE
Glyma.01G041100.Wm82.a4.v1	0.023 	NA    	NA	0.013 	NA    	NA	-0.01 	NA    	NA
Glyma.01G041200.Wm82.a4.v1	0.28  	1     	FALSE	0.32  	NA    	NA	0.036 	0.99  	FALSE
Glyma.01G041300.Wm82.a4.v1	0.043 	1     	FALSE	0.041 	0.99  	FALSE	-0.0019	1     	FALSE
Glyma.01G041400.Wm82.a4.v1	0.035 	1     	FALSE	0.14  	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.01G041500.Wm82.a4.v1	-0.13 	1     	FALSE	-0.12 	0.99  	FALSE	0.0024	1     	FALSE
Glyma.01G041600.Wm82.a4.v1	0.2   	1     	FALSE	0.021 	1     	FALSE	-0.18 	0.99  	FALSE
Glyma.01G041651.Wm82.a4.v1	0.15  	1     	FALSE	-0.075	0.99  	FALSE	-0.23 	0.99  	FALSE
Glyma.01G041700.Wm82.a4.v1	0.23  	1     	FALSE	0.28  	0.77  	FALSE	0.048 	1     	FALSE
Glyma.01G042100.Wm82.a4.v1	-0.12 	1     	FALSE	0.0086	1     	FALSE	0.13  	0.99  	FALSE
Glyma.01G042300.Wm82.a4.v1	-0.14 	1     	FALSE	-0.034	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.01G042400.Wm82.a4.v1	-0.14 	1     	FALSE	0.14  	0.98  	FALSE	0.28  	0.99  	FALSE
Glyma.01G042500.Wm82.a4.v1	0.013 	NA    	NA	0.0099	NA    	NA	-0.0034	NA    	NA
Glyma.01G042600.Wm82.a4.v1	0.039 	NA    	NA	0.049 	NA    	NA	0.0094	NA    	NA
Glyma.01G042800.Wm82.a4.v1	0.031 	1     	FALSE	-0.063	0.99  	FALSE	-0.094	0.99  	FALSE
Glyma.01G042900.Wm82.a4.v1	0.13  	1     	FALSE	0.14  	0.99  	FALSE	0.0063	1     	FALSE
Glyma.01G043000.Wm82.a4.v1	-0.21 	1     	FALSE	0.038 	0.99  	FALSE	0.25  	0.99  	FALSE
Glyma.01G043100.Wm82.a4.v1	0.025 	NA    	NA	0.024 	NA    	NA	-0.0012	NA    	NA
Glyma.01G043300.Wm82.a4.v1	-0.44 	0.81  	FALSE	-0.075	0.99  	FALSE	0.37  	0.99  	FALSE
Glyma.01G043400.Wm82.a4.v1	-0.11 	1     	FALSE	-0.32 	0.8   	FALSE	-0.21 	0.99  	FALSE
Glyma.01G043600.Wm82.a4.v1	-0.23 	1     	FALSE	-0.18 	0.98  	FALSE	0.049 	1     	FALSE
Glyma.01G043700.Wm82.a4.v1	-0.31 	1     	FALSE	-0.053	0.99  	FALSE	0.26  	0.99  	FALSE
Glyma.01G043800.Wm82.a4.v1	0.039 	1     	FALSE	-0.051	0.99  	FALSE	-0.09 	0.99  	FALSE
Glyma.01G043925.Wm82.a4.v1	-0.05 	1     	FALSE	-0.055	0.99  	FALSE	-0.0046	1     	FALSE
Glyma.01G043951.Wm82.a4.v1	-0.14 	1     	FALSE	0.091 	0.99  	FALSE	0.23  	0.99  	FALSE
Glyma.01G044000.Wm82.a4.v1	0.015 	1     	FALSE	0.018 	1     	FALSE	0.0039	1     	FALSE
Glyma.01G044100.Wm82.a4.v1	-0.1  	1     	FALSE	0.062 	0.99  	FALSE	0.17  	0.99  	FALSE
Glyma.01G044200.Wm82.a4.v1	0.031 	1     	FALSE	0.02  	0.99  	FALSE	-0.011	1     	FALSE
Glyma.01G044300.Wm82.a4.v1	-0.18 	1     	FALSE	-0.094	0.99  	FALSE	0.086 	1     	FALSE
Glyma.01G044400.Wm82.a4.v1	0.0077	NA    	NA	-0.026	NA    	NA	-0.034	NA    	NA
Glyma.01G044500.Wm82.a4.v1	-0.15 	NA    	NA	-0.081	NA    	NA	0.072 	NA    	NA
Glyma.01G044600.Wm82.a4.v1	-0.1  	1     	FALSE	0.12  	0.99  	FALSE	0.22  	0.99  	FALSE
Glyma.01G044650.Wm82.a4.v1	0.063 	1     	FALSE	0.062 	0.99  	FALSE	-0.00076	1     	FALSE
Glyma.01G044800.Wm82.a4.v1	-0.54 	0.41  	FALSE	-0.43 	0.64  	FALSE	0.1   	0.99  	FALSE
Glyma.01G044900.Wm82.a4.v1	-0.32 	1     	FALSE	-0.086	0.99  	FALSE	0.23  	0.99  	FALSE
Glyma.01G045100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.17 	0.97  	FALSE	0.052 	1     	FALSE
Glyma.01G045200.Wm82.a4.v1	0.19  	1     	FALSE	-0.11 	0.99  	FALSE	-0.3  	0.99  	FALSE
Glyma.01G045300.Wm82.a4.v1	0.092 	1     	FALSE	-0.15 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.01G045400.Wm82.a4.v1	-0.057	1     	FALSE	-0.21 	0.98  	FALSE	-0.15 	0.99  	FALSE
Glyma.01G045500.Wm82.a4.v1	0.34  	1     	FALSE	0.37  	0.85  	FALSE	0.031 	1     	FALSE
Glyma.01G045700.Wm82.a4.v1	0.091 	1     	FALSE	-0.013	1     	FALSE	-0.1  	0.99  	FALSE
Glyma.01G045800.Wm82.a4.v1	3.9e-05	1     	FALSE	-0.0056	1     	FALSE	-0.0057	1     	FALSE
Glyma.01G046000.Wm82.a4.v1	-0.0069	1     	FALSE	-0.041	0.99  	FALSE	-0.034	1     	FALSE
Glyma.01G046100.Wm82.a4.v1	0.0081	NA    	NA	-0.0038	NA    	NA	-0.012	NA    	NA
Glyma.01G046200.Wm82.a4.v1	-0.22 	1     	FALSE	-0.26 	0.91  	FALSE	-0.042	1     	FALSE
Glyma.01G046300.Wm82.a4.v1	0.28  	1     	FALSE	0.16  	0.98  	FALSE	-0.12 	0.99  	FALSE
Glyma.01G046351.Wm82.a4.v1	-0.24 	1     	FALSE	0.0029	1     	FALSE	0.25  	0.99  	FALSE
Glyma.01G046400.Wm82.a4.v1	-0.096	1     	FALSE	-0.055	0.99  	FALSE	0.041 	1     	FALSE
Glyma.01G046500.Wm82.a4.v1	-0.16 	1     	FALSE	0.024 	1     	FALSE	0.18  	0.99  	FALSE
Glyma.01G046600.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.01G046700.Wm82.a4.v1	-0.26 	1     	FALSE	-0.14 	0.98  	FALSE	0.12  	0.99  	FALSE
Glyma.01G046800.Wm82.a4.v1	0.015 	1     	FALSE	-0.23 	0.97  	FALSE	-0.25 	0.99  	FALSE
Glyma.01G046900.Wm82.a4.v1	0     	NA    	NA	-0.023	NA    	NA	-0.021	NA    	NA
Glyma.01G047000.Wm82.a4.v1	0.013 	1     	FALSE	-0.21 	0.97  	FALSE	-0.22 	0.99  	FALSE
Glyma.01G047100.Wm82.a4.v1	-0.12 	1     	FALSE	-0.11 	0.99  	FALSE	0.016 	1     	FALSE
Glyma.01G047300.Wm82.a4.v1	-0.035	1     	FALSE	0.13  	0.99  	FALSE	0.17  	0.99  	FALSE
Glyma.01G047400.Wm82.a4.v1	-0.032	1     	FALSE	-0.13 	0.99  	FALSE	-0.093	0.99  	FALSE
Glyma.01G047600.Wm82.a4.v1	-0.054	1     	FALSE	-0.074	0.99  	FALSE	-0.02 	1     	FALSE
Glyma.01G047700.Wm82.a4.v1	-0.065	1     	FALSE	0.00093	1     	FALSE	0.066 	0.99  	FALSE
Glyma.01G047800.Wm82.a4.v1	0.19  	1     	FALSE	-0.067	0.99  	FALSE	-0.26 	0.99  	FALSE
Glyma.01G047900.Wm82.a4.v1	-0.024	1     	FALSE	0.14  	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.01G048000.Wm82.a4.v1	0.41  	0.92  	FALSE	0.24  	0.97  	FALSE	-0.17 	0.99  	FALSE
Glyma.01G048100.Wm82.a4.v1	-0.25 	1     	FALSE	-0.23 	0.97  	FALSE	0.024 	1     	FALSE
Glyma.01G048300.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
